gene,disease,human_uid,match_uid,match_species,score,h_gini,m_gini,h_n,m_n,h_conc,m_conc,h_falpha,m_falpha
PHF8,"Intellectual developmental disorder, X-linked, syndromic, Siderius type",Q9UPP1,Q5I2M3,pig,82,0.9514,0.9513,1056,1026,363.0,258.0,0.23,0.35
NHS,Nance-Horan syndrome; Cataract 40,Q6T4R5,P21519,fly,82,0.9412,0.9361,1647,1590,300.0,235.0,0.1,0.14
NHS,Nance-Horan syndrome; Cataract 40,Q6T4R5,Q3UHK8,mouse,82,0.9412,0.9307,1647,1892,300.0,298.0,0.1,0.07
NHS,Nance-Horan syndrome; Cataract 40,Q6T4R5,Q9JIS1,rat,82,0.9412,0.925,1647,1551,300.0,340.0,0.1,0.13
ADAM22,Developmental and epileptic encephalopathy 61,Q9P0K1,Q54QI2,dictyostelium,82,0.95,0.9693,902,937,471.0,673.0,0.24,0.22
ADAM22,Developmental and epileptic encephalopathy 61,Q9P0K1,Q5DTI6,mouse,82,0.95,0.9542,902,987,471.0,476.0,0.24,0.25
ADAM22,Developmental and epileptic encephalopathy 61,Q9P0K1,Q9Z138,mouse,82,0.95,0.9496,902,940,471.0,228.0,0.24,0.28
SYCP2,Spermatogenic failure 1,Q9BX26,F4I171,arabidopsis,82,0.9163,0.9294,1526,1331,304.0,381.0,0.28,0.27
SYCP2,Spermatogenic failure 1,Q9BX26,Q9FWS1,arabidopsis,82,0.9163,0.9261,1526,1446,304.0,296.0,0.28,0.26
EGF,Hypomagnesemia 4,P01133,Q9BEA0,dog,82,0.9624,0.913,1203,1212,291.0,223.0,0.14,0.14
ATL3,"Neuropathy, hereditary sensory, 1F",Q6DD88,P9WFV9,tuberculosis,82,0.9184,0.9066,537,486,313.0,255.0,0.6,0.57
TBXT,Neural tube defects; Chordoma; Sacral agenesis with vertebral anomalies,O15178,Q08BB3,zebrafish,82,0.9622,0.9448,431,478,278.0,231.0,0.19,0.24
KLKB1,Prekallikrein deficiency,P03952,O13789,fission_yeast,82,0.9575,0.9473,634,632,248.0,142.0,0.24,0.22
KLKB1,Prekallikrein deficiency,P03952,Q0JGS5,rice,82,0.9575,0.9569,634,679,248.0,216.0,0.24,0.23
MN1,CEBALID syndrome,Q10571,Q7TPM1,mouse,82,0.9706,0.9426,1316,1482,243.0,208.0,0.09,0.09
ELF4,"Autoinflammatory syndrome, familial, X-linked, Behcet-like 2",Q99607,P54269,fly,82,0.9302,0.9332,659,689,262.0,314.0,0.08,0.17
ELF4,"Autoinflammatory syndrome, familial, X-linked, Behcet-like 2",Q99607,Q9JJP6,rat,82,0.9302,0.9353,659,676,262.0,233.0,0.08,0.22
HEPHL1,"Abnormal hair, joint laxity, and developmental delay",Q6MZM0,E1BFX5,cow,82,0.9417,0.9046,1155,1167,183.0,258.0,0.23,0.22
YEATS2,"Epilepsy, familial adult myoclonic, 4",Q9ULM3,Q552E2,dictyostelium,82,0.9448,0.9316,1418,1475,254.0,252.0,0.19,0.1
YEATS2,"Epilepsy, familial adult myoclonic, 4",Q9ULM3,Q7KIN0,fly,82,0.9448,0.9298,1418,1442,254.0,129.0,0.19,0.24
SHANK2,Autism 17,Q9UPX8,Q54RR9,dictyostelium,82,0.9267,0.9098,1845,1757,202.0,108.0,0.16,0.12
SHANK2,Autism 17,Q9UPX8,D3YUB6,mouse,82,0.9267,0.917,1845,1747,202.0,174.0,0.16,0.2
SHANK2,Autism 17,Q9UPX8,E9PV87,mouse,82,0.9267,0.9129,1845,1516,202.0,180.0,0.16,0.19
SHANK2,Autism 17,Q9UPX8,Q0VGT2,mouse,82,0.9267,0.9323,1845,1540,202.0,271.0,0.16,0.11
KIRREL1,Nephrotic syndrome 23,Q96J84,Q5DRA3,chimp,82,0.9271,0.9298,753,934,216.0,188.0,0.13,0.19
PHOX2A,"Fibrosis of extraocular muscles, congenital, 2",O14813,Q5ZKP2,chicken,82,0.9358,0.9427,280,292,150.0,129.0,0.25,0.36
PHOX2A,"Fibrosis of extraocular muscles, congenital, 2",O14813,Q9AWS0,rice,82,0.9358,0.9391,280,361,150.0,110.0,0.25,0.24
CR2,"Systemic lupus erythematosus 9; Immunodeficiency, common variable, 7",P20023,Q7TSK2,mouse,82,0.918,0.8738,1029,987,135.0,109.0,0.08,0.08
GALT,Galactosemia 1,P07902,Q2V452,arabidopsis,82,0.9681,0.9551,375,437,168.0,289.0,0.41,0.41
GALT,Galactosemia 1,P07902,P9WQL3,tuberculosis,82,0.9681,0.9642,375,365,168.0,253.0,0.41,0.35
ATXN1,Spinocerebellar ataxia 1,P54253,Q8R080,mouse,82,0.9327,0.9112,811,737,148.0,125.0,0.1,0.09
ATXN1,Spinocerebellar ataxia 1,P54253,Q5FVL7,rat,82,0.9327,0.9374,811,813,148.0,260.0,0.1,0.17
ATXN1,Spinocerebellar ataxia 1,P54253,P32499,yeast,82,0.9327,0.9093,811,716,148.0,168.0,0.1,0.12
FOXE1,"Bamforth-Lazarus syndrome; Thyroid cancer, non-medullary, 4",O00358,Q22829,worm,82,0.9703,0.9663,369,466,127.0,229.0,0.2,0.22
NRIP1,Congenital anomalies of kidney and urinary tract 3,P48552,F8VPJ6,mouse,82,0.9255,0.9221,1154,1455,135.0,150.0,0.17,0.13
NRIP1,Congenital anomalies of kidney and urinary tract 3,P48552,Q62255,mouse,82,0.9255,0.9242,1154,1316,135.0,76.0,0.17,0.17
TCOF1,Treacher Collins syndrome 1,Q13428,A1ZBW7,fly,82,0.9234,0.9064,1484,1465,85.0,100.0,0.07,0.14
LAT,Immunodeficiency 52,O43561,Q6IVU7,arabidopsis,82,0.9468,0.9509,258,255,73.0,80.0,0.11,0.22
SLITRK6,Deafness and myopia,Q9H5Y7,Q8W234,arabidopsis,82,0.9331,0.925,837,873,62.0,211.0,0.27,0.26
PHC1,"Microcephaly 11, primary, autosomal recessive",P78364,C0LGQ9,arabidopsis,82,0.9196,0.9098,1000,1049,74.0,67.0,0.21,0.33
PRRT2,"Episodic kinesigenic dyskinesia 1; Convulsions, familial infantile, with paroxysmal choreoathetosis; Seizures, benign fa",Q7Z6L0,Q923D3,mouse,82,0.9396,0.9158,336,292,51.0,57.0,0.21,0.21
EMD,"Emery-Dreifuss muscular dystrophy 1, X-linked",P50402,A0A1D6F5N5,maize,82,0.9307,0.9152,250,243,42.0,52.0,0.24,0.26
EMD,"Emery-Dreifuss muscular dystrophy 1, X-linked",P50402,Q9D7R2,mouse,82,0.9307,0.9199,250,256,42.0,40.0,0.24,0.28
PARD3,Neural tube defects,Q8TEW0,Q9JM52,mouse,80,0.951,0.9472,1352,1304,753.0,478.0,0.17,0.27
DCC,"Mirror movements 1; Gaze palsy, familial horizontal, with progressive scoliosis, 2, with impaired intellectual developme",P43146,D0PRN3,chicken,80,0.9585,0.9682,1443,1689,771.0,1048.0,0.1,0.12
PRR12,Neuroocular syndrome 1,Q9ULL5,Q9VGW1,fly,80,0.9337,0.9291,2032,1939,664.0,398.0,0.09,0.12
PRR12,Neuroocular syndrome 1,Q9ULL5,Q3UHR0,mouse,80,0.9337,0.9357,2032,2639,664.0,822.0,0.09,0.1
PRR12,Neuroocular syndrome 1,Q9ULL5,Q6MWY2,tuberculosis,80,0.9337,0.9364,2032,2519,664.0,652.0,0.09,0.06
CFAP221,"Ciliary dyskinesia, primary, 55",Q4G0U5,Q80WC9,mouse,80,0.9589,0.9599,836,1096,604.0,716.0,0.29,0.29
CFAP221,"Ciliary dyskinesia, primary, 55",Q4G0U5,G3V9H8,rat,80,0.9589,0.9647,836,1111,604.0,652.0,0.29,0.27
CFAP221,"Ciliary dyskinesia, primary, 55",Q4G0U5,Q803U7,zebrafish,80,0.9589,0.9652,836,802,604.0,436.0,0.29,0.28
LIFR,Stuve-Wiedemann syndrome 1,P42702,Q9LP24,arabidopsis,80,0.9445,0.9448,1093,1116,542.0,474.0,0.12,0.33
LIFR,Stuve-Wiedemann syndrome 1,P42702,Q5DRE4,chimp,80,0.9445,0.9406,1093,946,542.0,198.0,0.12,0.16
LIFR,Stuve-Wiedemann syndrome 1,P42702,Q8VIK5,mouse,80,0.9445,0.9425,1093,1030,542.0,521.0,0.12,0.11
LIFR,Stuve-Wiedemann syndrome 1,P42702,Q6KEQ9,pig,80,0.9445,0.9372,1093,1113,542.0,288.0,0.12,0.16
LIFR,Stuve-Wiedemann syndrome 1,P42702,Q90478,zebrafish,80,0.9445,0.9398,1093,1193,542.0,306.0,0.12,0.1
FBXO38,"Neuronopathy, distal hereditary motor, autosomal dominant 6",Q6PIJ6,Q9LL84,arabidopsis,80,0.9539,0.953,1184,1215,722.0,774.0,0.26,0.33
FBXO38,"Neuronopathy, distal hereditary motor, autosomal dominant 6",Q6PIJ6,P14083,fly,80,0.9539,0.9689,1184,1042,722.0,522.0,0.26,0.23
FBXO38,"Neuronopathy, distal hereditary motor, autosomal dominant 6",Q6PIJ6,Q3V089,mouse,80,0.9539,0.9453,1184,1009,722.0,445.0,0.26,0.18
FBXO38,"Neuronopathy, distal hereditary motor, autosomal dominant 6",Q6PIJ6,Q80WC9,mouse,80,0.9539,0.9599,1184,1096,722.0,716.0,0.26,0.29
FBXO38,"Neuronopathy, distal hereditary motor, autosomal dominant 6",Q6PIJ6,Q8BLR5,mouse,80,0.9539,0.9541,1184,1001,722.0,656.0,0.26,0.27
FBXO38,"Neuronopathy, distal hereditary motor, autosomal dominant 6",Q6PIJ6,Q9JM52,mouse,80,0.9539,0.9472,1184,1304,722.0,478.0,0.26,0.27
SOBP,"Impaired intellectual development, anterior maxillary protrusion, and strabismus",A7XYQ1,A2A7S8,mouse,80,0.9315,0.9451,869,1009,441.0,368.0,0.12,0.1
SOBP,"Impaired intellectual development, anterior maxillary protrusion, and strabismus",A7XYQ1,P59222,mouse,80,0.9315,0.9507,869,829,441.0,249.0,0.12,0.11
SOBP,"Impaired intellectual development, anterior maxillary protrusion, and strabismus",A7XYQ1,P06867,pig,80,0.9315,0.9337,869,805,441.0,315.0,0.12,0.19
SOBP,"Impaired intellectual development, anterior maxillary protrusion, and strabismus",A7XYQ1,Q8S983,rice,80,0.9315,0.9219,869,951,441.0,201.0,0.12,0.17
SOBP,"Impaired intellectual development, anterior maxillary protrusion, and strabismus",A7XYQ1,P91870,worm,80,0.9315,0.9249,869,820,441.0,389.0,0.12,0.14
NEXMIF,"Intellectual developmental disorder, X-linked 98",Q5QGS0,Q9IA31,chicken,80,0.9163,0.9208,1512,1540,446.0,221.0,0.07,0.09
NEXMIF,"Intellectual developmental disorder, X-linked 98",Q5QGS0,O08784,mouse,80,0.9163,0.9074,1512,1316,446.0,272.0,0.07,0.07
NEXMIF,"Intellectual developmental disorder, X-linked 98",Q5QGS0,Q56A10,mouse,80,0.9163,0.9076,1512,1507,446.0,213.0,0.07,0.09
NEXMIF,"Intellectual developmental disorder, X-linked 98",Q5QGS0,Q67FY3,zebrafish,80,0.9163,0.9013,1512,1526,446.0,158.0,0.07,0.1
ADGRL1,"Developmental delay, behavioral abnormalities, and neuropsychiatric disorders",O94910,A2A6A1,mouse,80,0.9305,0.9324,1470,1501,624.0,345.0,0.32,0.13
ADGRL1,"Developmental delay, behavioral abnormalities, and neuropsychiatric disorders",O94910,Q80TS3,mouse,80,0.9305,0.9195,1470,1533,624.0,642.0,0.32,0.29
ADGRL1,"Developmental delay, behavioral abnormalities, and neuropsychiatric disorders",O94910,A1A5P9,rat,80,0.9305,0.9398,1470,929,624.0,550.0,0.32,0.28
ADGRL1,"Developmental delay, behavioral abnormalities, and neuropsychiatric disorders",O94910,Q6ZCZ2,rice,80,0.9305,0.9383,1470,1210,624.0,203.0,0.32,0.32
TAF2,"Neurodevelopmental disorder with feeding difficulties, thin corpus callosum, and foot deformity",Q6P1X5,F4J8C6,arabidopsis,80,0.9202,0.8924,1195,1046,476.0,295.0,0.42,0.43
TAF2,"Neurodevelopmental disorder with feeding difficulties, thin corpus callosum, and foot deformity",Q6P1X5,Q9M297,arabidopsis,80,0.9202,0.8905,1195,1252,476.0,243.0,0.42,0.37
TAF2,"Neurodevelopmental disorder with feeding difficulties, thin corpus callosum, and foot deformity",Q6P1X5,A0A7M6UMR7,honeybee,80,0.9202,0.9217,1195,1006,476.0,341.0,0.42,0.39
PHF8,"Intellectual developmental disorder, X-linked, syndromic, Siderius type",Q9UPP1,Q5AGM0,candida,80,0.9514,0.9219,1056,1013,363.0,186.0,0.23,0.25
PHF8,"Intellectual developmental disorder, X-linked, syndromic, Siderius type",Q9UPP1,Q55DE7,dictyostelium,80,0.9514,0.9612,1056,1099,363.0,206.0,0.23,0.18
NHS,Nance-Horan syndrome; Cataract 40,Q6T4R5,Q5ZM88,chicken,80,0.9412,0.9373,1647,1408,300.0,369.0,0.1,0.16
ASXL3,Bainbridge-Ropers syndrome,Q9C0F0,Q99PP2,mouse,80,0.9354,0.9253,2244,2233,406.0,389.0,0.09,0.12
ADAM22,Developmental and epileptic encephalopathy 61,Q9P0K1,O49329,arabidopsis,80,0.95,0.947,902,860,471.0,294.0,0.24,0.25
ADAM22,Developmental and epileptic encephalopathy 61,Q9P0K1,Q5AP80,candida,80,0.95,0.9465,902,781,471.0,346.0,0.24,0.13
ADAM22,Developmental and epileptic encephalopathy 61,Q9P0K1,P98165,chicken,80,0.95,0.9461,902,859,471.0,227.0,0.24,0.22
ADAM22,Developmental and epileptic encephalopathy 61,Q9P0K1,Q29RQ1,cow,80,0.95,0.9373,902,839,471.0,420.0,0.24,0.27
ADAM22,Developmental and epileptic encephalopathy 61,Q9P0K1,Q24573,fly,80,0.95,0.9417,902,907,471.0,407.0,0.24,0.24
ADAM22,Developmental and epileptic encephalopathy 61,Q9P0K1,Q8BG26,mouse,80,0.95,0.9291,902,889,471.0,373.0,0.24,0.26
ENAM,Amelogenesis imperfecta 1B; Amelogenesis imperfecta 1C,Q9NRM1,F4KDH9,arabidopsis,80,0.9346,0.9349,1138,1192,404.0,505.0,0.02,0.07
ENAM,Amelogenesis imperfecta 1B; Amelogenesis imperfecta 1C,Q9NRM1,Q62845,rat,80,0.9346,0.9296,1138,1022,404.0,493.0,0.02,0.12
ENAM,Amelogenesis imperfecta 1B; Amelogenesis imperfecta 1C,Q9NRM1,Q90478,zebrafish,80,0.9346,0.9398,1138,1193,404.0,306.0,0.02,0.1
SALL1,Townes-Brocks syndrome 1,Q9NSC2,Q0VGT2,mouse,80,0.9428,0.9323,1320,1540,378.0,271.0,0.19,0.11
SALL1,Townes-Brocks syndrome 1,Q9NSC2,Q9JKC9,rat,80,0.9428,0.9173,1320,1325,378.0,401.0,0.19,0.19
MEGF10,"Congenital myopathy 10A, severe variant; Congenital myopathy 10B, mild variant",Q96KG7,Q55DE7,dictyostelium,80,0.9533,0.9612,1136,1099,282.0,206.0,0.12,0.18
MEGF10,"Congenital myopathy 10A, severe variant; Congenital myopathy 10B, mild variant",Q96KG7,Q8BMB0,mouse,80,0.9533,0.9374,1136,1260,282.0,235.0,0.12,0.09
MEGF10,"Congenital myopathy 10A, severe variant; Congenital myopathy 10B, mild variant",Q96KG7,Q91Y11,mouse,80,0.9533,0.9478,1136,975,282.0,322.0,0.12,0.15
ATL3,"Neuropathy, hereditary sensory, 1F",Q6DD88,Q9FMX6,arabidopsis,80,0.9184,0.9134,537,461,313.0,242.0,0.6,0.49
ATL3,"Neuropathy, hereditary sensory, 1F",Q6DD88,Q9SX62,arabidopsis,80,0.9184,0.9073,537,554,313.0,238.0,0.6,0.55
ATL3,"Neuropathy, hereditary sensory, 1F",Q6DD88,Q90578,chicken,80,0.9184,0.9093,537,460,313.0,174.0,0.6,0.58
ATL3,"Neuropathy, hereditary sensory, 1F",Q6DD88,Q8WMV0,cow,80,0.9184,0.9256,537,548,313.0,289.0,0.6,0.54
ATL3,"Neuropathy, hereditary sensory, 1F",Q6DD88,P37197,ecoli,80,0.9184,0.916,537,461,313.0,181.0,0.6,0.58
ATL3,"Neuropathy, hereditary sensory, 1F",Q6DD88,P10090,fly,80,0.9184,0.938,537,683,313.0,410.0,0.6,0.56
TBXT,Neural tube defects; Chordoma; Sacral agenesis with vertebral anomalies,O15178,O80502,arabidopsis,80,0.9622,0.955,431,368,278.0,265.0,0.19,0.19
TBXT,Neural tube defects; Chordoma; Sacral agenesis with vertebral anomalies,O15178,Q944L3,arabidopsis,80,0.9622,0.9334,431,442,278.0,232.0,0.19,0.2
KLKB1,Prekallikrein deficiency,P03952,F1NUK7,chicken,80,0.9575,0.9493,634,643,248.0,299.0,0.24,0.19
KLKB1,Prekallikrein deficiency,P03952,Q2KJ63,cow,80,0.9575,0.9303,634,632,248.0,105.0,0.24,0.22
KLKB1,Prekallikrein deficiency,P03952,Q3B7M6,cow,80,0.9575,0.9485,634,655,248.0,340.0,0.24,0.25
KLKB1,Prekallikrein deficiency,P03952,A6H694,mouse,80,0.9575,0.9465,634,634,248.0,287.0,0.24,0.23
KLKB1,Prekallikrein deficiency,P03952,Q08775,mouse,80,0.9575,0.961,634,603,248.0,96.0,0.24,0.14
KLKB1,Prekallikrein deficiency,P03952,Q6PFC5,mouse,80,0.9575,0.9507,634,545,248.0,252.0,0.24,0.23
GCM2,"Hypoparathyroidism, familial isolated, 2; Hyperparathyroidism 4",O75603,Q5AP95,candida,80,0.9053,0.8963,502,513,237.0,73.0,0.1,0.11
GCM2,"Hypoparathyroidism, familial isolated, 2; Hyperparathyroidism 4",O75603,O13985,fission_yeast,80,0.9053,0.9088,502,508,237.0,165.0,0.1,0.13
GCM2,"Hypoparathyroidism, familial isolated, 2; Hyperparathyroidism 4",O75603,P31809,mouse,80,0.9053,0.9045,502,517,237.0,161.0,0.1,0.13
GCM2,"Hypoparathyroidism, familial isolated, 2; Hyperparathyroidism 4",O75603,Q12303,yeast,80,0.9053,0.8958,502,504,237.0,181.0,0.1,0.16
ELF4,"Autoinflammatory syndrome, familial, X-linked, Behcet-like 2",Q99607,O70306,mouse,80,0.9302,0.9228,659,598,262.0,255.0,0.08,0.14
ELF4,"Autoinflammatory syndrome, familial, X-linked, Behcet-like 2",Q99607,Q499V8,rat,80,0.9302,0.9405,659,600,262.0,247.0,0.08,0.09
ELF4,"Autoinflammatory syndrome, familial, X-linked, Behcet-like 2",Q99607,P9WPI3,tuberculosis,80,0.9302,0.931,659,627,262.0,224.0,0.08,0.61
ELF4,"Autoinflammatory syndrome, familial, X-linked, Behcet-like 2",Q99607,P38739,yeast,80,0.9302,0.9336,659,601,262.0,214.0,0.08,0.18
ELF4,"Autoinflammatory syndrome, familial, X-linked, Behcet-like 2",Q99607,Q6DI48,zebrafish,80,0.9302,0.9463,659,768,262.0,248.0,0.08,0.16
ATXN2,Spinocerebellar ataxia 2; Amyotrophic lateral sclerosis 13,Q99700,Q9P6L9,fission_yeast,80,0.938,0.926,1309,1034,280.0,261.0,0.1,0.12
ATXN2,Spinocerebellar ataxia 2; Amyotrophic lateral sclerosis 13,Q99700,Q7TPM1,mouse,80,0.938,0.9426,1309,1482,280.0,208.0,0.1,0.09
ATXN2,Spinocerebellar ataxia 2; Amyotrophic lateral sclerosis 13,Q99700,Q7TT18,mouse,80,0.938,0.9188,1309,1302,280.0,263.0,0.1,0.1
ATXN2,Spinocerebellar ataxia 2; Amyotrophic lateral sclerosis 13,Q99700,Q80YA8,mouse,80,0.938,0.9203,1309,1278,280.0,216.0,0.1,0.12
ATXN2,Spinocerebellar ataxia 2; Amyotrophic lateral sclerosis 13,Q99700,Q00968,pig,80,0.938,0.945,1309,1210,280.0,314.0,0.1,0.15
ATXN2,Spinocerebellar ataxia 2; Amyotrophic lateral sclerosis 13,Q99700,Q63722,rat,80,0.938,0.9387,1309,1215,280.0,262.0,0.1,0.16
ATXN2,Spinocerebellar ataxia 2; Amyotrophic lateral sclerosis 13,Q99700,G5EBF1,worm,80,0.938,0.9513,1309,1269,280.0,240.0,0.1,0.12
YEATS2,"Epilepsy, familial adult myoclonic, 4",Q9ULM3,Q5ZM88,chicken,80,0.9448,0.9373,1418,1408,254.0,369.0,0.19,0.16
YEATS2,"Epilepsy, familial adult myoclonic, 4",Q9ULM3,C0HKD1,mouse,80,0.9448,0.9354,1418,1304,254.0,173.0,0.19,0.21
YEATS2,"Epilepsy, familial adult myoclonic, 4",Q9ULM3,Q6P4S6,mouse,80,0.9448,0.9206,1418,1365,254.0,275.0,0.19,0.2
YEATS2,"Epilepsy, familial adult myoclonic, 4",Q9ULM3,Q8BV57,mouse,80,0.9448,0.9354,1418,1367,254.0,185.0,0.19,0.13
BRCA1,"Breast cancer; Breast-ovarian cancer, familial, 1; Ovarian cancer; Pancreatic cancer 4; Fanconi anemia, complementation ",P38398,F4J7T3,arabidopsis,80,0.9386,0.9269,1859,1953,170.0,219.0,0.11,0.14
BRCA1,"Breast cancer; Breast-ovarian cancer, familial, 1; Ovarian cancer; Pancreatic cancer 4; Fanconi anemia, complementation ",P38398,Q10172,fission_yeast,80,0.9386,0.9175,1859,1790,170.0,175.0,0.11,0.21
BRCA1,"Breast cancer; Breast-ovarian cancer, familial, 1; Ovarian cancer; Pancreatic cancer 4; Fanconi anemia, complementation ",P38398,M9PGC5,fly,80,0.9386,0.9269,1859,2458,170.0,173.0,0.11,0.14
BRCA1,"Breast cancer; Breast-ovarian cancer, familial, 1; Ovarian cancer; Pancreatic cancer 4; Fanconi anemia, complementation ",P38398,P21519,fly,80,0.9386,0.9361,1859,1590,170.0,235.0,0.11,0.14
BRCA1,"Breast cancer; Breast-ovarian cancer, familial, 1; Ovarian cancer; Pancreatic cancer 4; Fanconi anemia, complementation ",P38398,Q9VGW1,fly,80,0.9386,0.9291,1859,1939,170.0,398.0,0.11,0.12
BRCA1,"Breast cancer; Breast-ovarian cancer, familial, 1; Ovarian cancer; Pancreatic cancer 4; Fanconi anemia, complementation ",P38398,Q4JK59,mouse,80,0.9386,0.915,1859,1908,170.0,254.0,0.11,0.11
SHANK2,Autism 17,Q9UPX8,Q9IA31,chicken,80,0.9267,0.9208,1845,1540,202.0,221.0,0.16,0.09
CR2,"Systemic lupus erythematosus 9; Immunodeficiency, common variable, 7",P20023,Q9LNV9,arabidopsis,80,0.918,0.9237,1029,1073,135.0,125.0,0.08,0.3
CR2,"Systemic lupus erythematosus 9; Immunodeficiency, common variable, 7",P20023,P26008,chicken,80,0.918,0.9015,1029,1030,135.0,96.0,0.08,0.15
CR2,"Systemic lupus erythematosus 9; Immunodeficiency, common variable, 7",P20023,P33244,fly,80,0.918,0.9175,1029,1023,135.0,114.0,0.08,0.25
CR2,"Systemic lupus erythematosus 9; Immunodeficiency, common variable, 7",P20023,A7M7C7,mouse,80,0.918,0.9215,1029,1004,135.0,123.0,0.08,0.16
CR2,"Systemic lupus erythematosus 9; Immunodeficiency, common variable, 7",P20023,B1AZP2,mouse,80,0.918,0.9093,1029,988,135.0,182.0,0.08,0.18
CR2,"Systemic lupus erythematosus 9; Immunodeficiency, common variable, 7",P20023,P11688,mouse,80,0.918,0.8988,1029,1049,135.0,104.0,0.08,0.15
CR2,"Systemic lupus erythematosus 9; Immunodeficiency, common variable, 7",P20023,P62500,mouse,80,0.918,0.9244,1029,1073,135.0,177.0,0.08,0.07
CR2,"Systemic lupus erythematosus 9; Immunodeficiency, common variable, 7",P20023,Q6NWW9,mouse,80,0.918,0.8922,1029,1203,135.0,115.0,0.08,0.08
GALT,Galactosemia 1,P07902,O64763,arabidopsis,80,0.9681,0.9631,375,374,168.0,205.0,0.41,0.3
GALT,Galactosemia 1,P07902,Q9SJ10,arabidopsis,80,0.9681,0.9556,375,371,168.0,225.0,0.41,0.35
ATXN1,Spinocerebellar ataxia 1,P54253,Q9FGT1,arabidopsis,80,0.9327,0.9215,811,744,148.0,127.0,0.1,0.14
ATXN1,Spinocerebellar ataxia 1,P54253,P79995,chicken,80,0.9327,0.9413,811,785,148.0,176.0,0.1,0.2
ATXN1,Spinocerebellar ataxia 1,P54253,Q5DRC2,chimp,80,0.9327,0.9276,811,927,148.0,122.0,0.1,0.18
ATXN1,Spinocerebellar ataxia 1,P54253,A5D7F8,cow,80,0.9327,0.915,811,836,148.0,266.0,0.1,0.1
KAT6B,"Ohdo syndrome, SBBYS variant; Genitopatellar syndrome",Q8WYB5,Q9M658,arabidopsis,80,0.9236,0.9015,2069,1997,220.0,173.0,0.18,0.26
KAT6B,"Ohdo syndrome, SBBYS variant; Genitopatellar syndrome",Q8WYB5,P13709,fly,80,0.9236,0.9341,2069,2034,220.0,402.0,0.18,0.21
KAT6B,"Ohdo syndrome, SBBYS variant; Genitopatellar syndrome",Q8WYB5,D3YUB6,mouse,80,0.9236,0.917,2069,1747,220.0,174.0,0.18,0.2
KAT6B,"Ohdo syndrome, SBBYS variant; Genitopatellar syndrome",Q8WYB5,Q811P8,mouse,80,0.9236,0.9052,2069,2085,220.0,315.0,0.18,0.14
FOXE1,"Bamforth-Lazarus syndrome; Thyroid cancer, non-medullary, 4",O00358,O65388,arabidopsis,80,0.9703,0.967,369,380,127.0,224.0,0.2,0.24
FOXE1,"Bamforth-Lazarus syndrome; Thyroid cancer, non-medullary, 4",O00358,Q8VYZ3,arabidopsis,80,0.9703,0.9513,369,379,127.0,111.0,0.2,0.24
FOXE1,"Bamforth-Lazarus syndrome; Thyroid cancer, non-medullary, 4",O00358,P9WQL3,tuberculosis,80,0.9703,0.9642,369,365,127.0,253.0,0.2,0.35
TCOF1,Treacher Collins syndrome 1,Q13428,Q9CAF4,arabidopsis,80,0.9234,0.8959,1484,1305,85.0,118.0,0.07,0.06
TCOF1,Treacher Collins syndrome 1,Q13428,Q8QFX1,chicken,80,0.9234,0.9164,1484,1321,85.0,85.0,0.07,0.16
TCOF1,Treacher Collins syndrome 1,Q13428,Q9IA31,chicken,80,0.9234,0.9208,1484,1540,85.0,221.0,0.07,0.09
TCOF1,Treacher Collins syndrome 1,Q13428,Q17PR1,mosquito,80,0.9234,0.9088,1484,1601,85.0,111.0,0.07,0.1
TCOF1,Treacher Collins syndrome 1,Q13428,O08784,mouse,80,0.9234,0.9074,1484,1316,85.0,272.0,0.07,0.07
KCNE2,"Long QT syndrome 6; Atrial fibrillation, familial, 4",Q9Y6J6,Q9C0X1,fission_yeast,80,0.9328,0.9035,119,123,89.0,84.0,0.87,0.9
SLITRK6,Deafness and myopia,Q9H5Y7,C0LGL4,arabidopsis,80,0.9331,0.925,837,876,62.0,98.0,0.27,0.34
SLITRK6,Deafness and myopia,Q9H5Y7,Q7FZR1,arabidopsis,80,0.9331,0.9143,837,807,62.0,80.0,0.27,0.26
DCC,"Mirror movements 1; Gaze palsy, familial horizontal, with progressive scoliosis, 2, with impaired intellectual developme",P43146,O42414,chicken,78,0.9585,0.9327,1443,1365,771.0,614.0,0.1,0.1
CFAP221,"Ciliary dyskinesia, primary, 55",Q4G0U5,Q9Z138,mouse,78,0.9589,0.9496,836,940,604.0,228.0,0.29,0.28
FBXO38,"Neuronopathy, distal hereditary motor, autosomal dominant 6",Q6PIJ6,Q9P7X8,fission_yeast,78,0.9539,0.9481,1184,1170,722.0,694.0,0.26,0.39
FBXO38,"Neuronopathy, distal hereditary motor, autosomal dominant 6",Q6PIJ6,Q9Z0U1,mouse,78,0.9539,0.9359,1184,1163,722.0,389.0,0.26,0.24
NEXMIF,"Intellectual developmental disorder, X-linked 98",Q5QGS0,P25172,fly,78,0.9163,0.9093,1512,1364,446.0,510.0,0.07,0.12
ASXL3,Bainbridge-Ropers syndrome,Q9C0F0,A1ZA47,fly,78,0.9354,0.9471,2244,2190,406.0,575.0,0.09,0.14
ASXL3,Bainbridge-Ropers syndrome,Q9C0F0,Q9WTQ5,mouse,78,0.9354,0.9255,2244,1680,406.0,220.0,0.09,0.07
SALL1,Townes-Brocks syndrome 1,Q9NSC2,Q5SW75,mouse,78,0.9428,0.9311,1320,1419,378.0,335.0,0.19,0.18
