label,pdb_id,chain,n_residues,n_valid,gini,kappa2_mean,kappa2_median,kappa2_max,kappa2_std,alpha,beta,loop,frac_alpha,frac_beta,kappa2_alpha,kappa2_beta,kappa2_loop,ligand,ligand_atoms,top1_res,top1_kappa2
AF-P17883-F1-model_v6,AF,A,1432,1428,0.7573,129.7,34.1,7382.3,371.9,1103,176,149,0.77,0.12,167.6,1.2,1.3,NONE,0,562,7382.3
AF-P19073-F1-model_v6,AF,A,191,187,0.7927,38.6,6.6,1459.0,118.0,78,85,24,0.42,0.45,58.5,30.6,2.1,NONE,0,182,1459.0
AF-P18900-F1-model_v6,AF,A,473,469,0.7998,94.5,7.3,6550.6,349.5,299,107,63,0.64,0.23,145.8,5.8,1.5,NONE,0,315,6550.6
AF-P18899-F1-model_v6,AF,A,430,426,0.8963,10.4,0.9,1638.7,84.0,48,154,224,0.11,0.36,72.6,1.8,2.9,NONE,0,9,1638.7
AF-P19211-F1-model_v6,AF,A,157,153,0.7798,19.6,3.3,207.2,39.5,25,111,17,0.16,0.73,32.3,19.7,0.5,NONE,0,121,207.2
AF-P19146-F1-model_v6,AF,A,181,177,0.7981,38.1,3.9,700.4,83.7,79,70,28,0.45,0.4,74.9,11.0,2.0,NONE,0,176,700.4
AF-P18494-F1-model_v6,AF,A,730,726,0.7438,5.2,1.3,147.5,12.3,40,422,264,0.06,0.58,16.8,4.6,4.3,NONE,0,180,147.5
AF-P18759-F1-model_v6,AF,A,758,754,0.8725,76.5,2.3,5898.3,308.6,347,318,89,0.46,0.42,159.0,7.8,0.8,NONE,0,750,5898.3
AF-P18962-F1-model_v6,AF,A,818,814,0.9286,46.7,1.2,7808.2,355.7,237,436,141,0.29,0.54,147.1,7.0,1.1,NONE,0,33,7808.2
AF-P19262-F1-model_v6,AF,A,463,459,0.8401,37.1,3.5,1077.5,106.4,136,262,61,0.3,0.57,108.1,8.0,3.9,NONE,0,272,1077.5
AF-P19516-F1-model_v6,AF,A,300,296,0.814,68.6,6.8,1256.3,159.2,112,150,34,0.38,0.51,152.0,21.2,3.0,NONE,0,278,1256.3
AF-P18961-F1-model_v6,AF,A,677,673,0.8647,24.9,1.7,1218.9,87.1,209,365,99,0.31,0.54,66.5,7.5,1.4,NONE,0,571,1218.9
AF-P19145-F1-model_v6,AF,A,602,598,0.7622,94.8,19.5,2666.9,223.9,414,112,72,0.69,0.19,135.0,6.0,1.6,NONE,0,250,2666.9
AF-P19454-F1-model_v6,AF,A,339,335,0.8599,32.6,1.8,1003.1,96.5,150,143,42,0.45,0.43,68.6,4.2,0.5,NONE,0,268,1003.1
AF-P19358-F1-model_v6,AF,A,384,380,0.8389,37.1,1.2,1043.3,102.7,161,165,54,0.42,0.43,74.1,13.0,0.7,NONE,0,285,1043.3
AF-P19541-F1-model_v6,AF,A,446,442,0.8094,24.5,2.1,545.5,57.4,151,196,95,0.34,0.44,60.1,8.3,1.3,NONE,0,277,545.5
AF-P19736-F1-model_v6,AF,A,530,526,0.813,92.0,5.4,2253.1,241.1,325,133,68,0.62,0.25,146.3,4.6,3.3,NONE,0,339,2253.1
AF-P19414-F1-model_v6,AF,A,778,774,0.8771,50.5,1.9,5566.5,235.3,311,342,121,0.4,0.44,115.2,9.3,0.8,NONE,0,248,5566.5
AF-P19263-F1-model_v6,AF,A,1082,1078,0.8469,95.7,5.0,5552.4,295.3,484,452,142,0.45,0.42,199.4,13.8,2.8,NONE,0,178,5552.4
AF-P19658-F1-model_v6,AF,A,623,619,0.7211,155.9,56.5,3142.8,304.3,496,82,41,0.8,0.13,193.6,5.5,1.3,NONE,0,146,3142.8
AF-P19881-F1-model_v6,AF,A,312,308,0.8677,55.2,1.4,1405.1,173.1,140,122,46,0.45,0.4,116.0,5.9,0.9,NONE,0,175,1405.1
AF-P19955-F1-model_v6,AF,A,123,119,0.8971,48.2,1.5,2363.4,230.7,37,64,18,0.31,0.54,133.3,10.6,7.3,NONE,0,113,2363.4
AF-P19807-F1-model_v6,AF,A,563,559,0.7431,125.5,30.5,2914.1,257.0,400,99,60,0.72,0.18,172.9,5.5,7.7,NONE,0,228,2914.1
AF-P19657-F1-model_v6,AF,A,947,943,0.8186,114.0,5.8,5476.2,329.4,513,303,127,0.54,0.32,205.6,5.9,2.1,NONE,0,325,5476.2
AF-P19956-F1-model_v6,AF,A,98,94,0.7866,57.3,5.8,627.5,114.3,46,37,11,0.49,0.39,97.8,23.8,0.6,NONE,0,78,627.5
AF-P20048-F1-model_v6,AF,A,519,515,0.7487,145.8,39.1,5195.0,342.6,403,73,39,0.78,0.14,184.7,8.8,1.0,NONE,0,159,5195.0
AF-P19097-F1-model_v6,AF,A,1887,1883,0.8316,78.7,4.1,6201.2,244.5,989,645,249,0.53,0.34,144.4,7.8,1.6,NONE,0,228,6201.2
AF-P19735-F1-model_v6,AF,A,899,895,0.7695,94.1,24.8,11100.0,415.8,671,142,82,0.75,0.16,123.7,7.7,1.2,NONE,0,165,11100.0
AF-P20052-F1-model_v6,AF,A,293,289,0.8502,86.2,2.4,2146.3,249.0,140,100,49,0.48,0.35,172.3,5.5,4.9,NONE,0,130,2146.3
AF-P19882-F1-model_v6,AF,A,572,568,0.7917,89.8,9.6,1845.6,199.1,307,197,64,0.54,0.35,158.7,10.7,2.6,NONE,0,42,1845.6
AF-P20049-F1-model_v6,AF,A,452,448,0.7642,72.6,9.9,2060.0,168.4,295,103,50,0.66,0.23,108.5,4.4,1.9,NONE,0,361,2060.0
AF-P20084-F1-model_v6,AF,A,86,82,0.8788,49.8,1.6,1132.9,166.8,34,41,7,0.41,0.5,112.8,5.9,0.7,NONE,0,22,1132.9
AF-P20081-F1-model_v6,AF,A,114,110,0.7372,4.5,0.9,47.9,8.4,21,65,24,0.19,0.59,8.1,4.7,0.6,NONE,0,82,47.9
AF-P19880-F1-model_v6,AF,A,650,646,0.8738,27.6,1.6,4161.0,171.7,149,320,177,0.23,0.5,104.9,5.7,2.0,NONE,0,85,4161.0
AF-P20051-F1-model_v6,AF,A,364,360,0.886,50.9,1.8,2384.5,199.2,148,150,62,0.41,0.42,118.1,5.1,1.1,NONE,0,192,2384.5
AF-P19659-F1-model_v6,AF,A,1081,1077,0.8449,122.3,5.3,5964.4,388.8,532,323,222,0.49,0.3,243.8,4.5,2.2,NONE,0,465,5964.4
AF-P19524-F1-model_v6,AF,A,1574,1570,0.7505,122.9,22.4,3693.0,251.8,1011,403,156,0.64,0.26,187.7,7.1,2.2,NONE,0,834,3693.0
AF-P20434-F1-model_v6,AF,A,215,211,0.8592,94.7,4.0,1994.4,263.0,99,88,24,0.47,0.42,191.6,11.2,1.1,NONE,0,5,1994.4
AF-P20053-F1-model_v6,AF,A,465,461,0.8894,65.8,1.4,5330.1,299.7,163,236,62,0.35,0.51,168.9,11.7,0.9,NONE,0,142,5330.1
AF-P20050-F1-model_v6,AF,A,605,601,0.8501,56.6,3.2,1616.7,164.9,220,288,93,0.37,0.48,126.4,20.3,4.0,NONE,0,512,1616.7
AF-P20433-F1-model_v6,AF,A,221,217,0.7647,98.3,8.9,1326.0,182.7,132,63,22,0.61,0.29,154.8,13.2,3.1,NONE,0,213,1326.0
AF-P20133-F1-model_v6,AF,A,325,321,0.8251,80.6,4.3,2187.8,207.4,194,79,48,0.6,0.25,130.6,5.0,3.0,NONE,0,46,2187.8
AF-P20435-F1-model_v6,AF,A,155,151,0.8407,50.6,2.2,838.5,127.1,46,80,25,0.3,0.53,148.4,9.9,1.0,NONE,0,93,838.5
AF-P20424-F1-model_v6,AF,A,541,537,0.8045,139.8,8.4,3860.5,324.0,326,139,72,0.61,0.26,227.4,5.9,1.9,NONE,0,330,3860.5
AF-P20436-F1-model_v6,AF,A,146,142,0.7807,7.4,0.8,216.7,20.5,26,94,22,0.18,0.66,2.8,10.0,1.8,NONE,0,114,216.7
AF-P20095-F1-model_v6,AF,A,876,872,0.803,65.2,5.7,1472.8,147.3,412,358,102,0.47,0.41,125.8,13.6,1.4,NONE,0,456,1472.8
AF-P20107-F1-model_v6,AF,A,442,438,0.831,120.7,10.3,10980.9,571.9,236,140,62,0.54,0.32,218.2,8.2,3.7,NONE,0,37,10980.9
AF-P20134-F1-model_v6,AF,A,766,762,0.879,29.5,1.6,1438.2,108.0,150,410,202,0.2,0.54,129.1,6.8,1.5,NONE,0,322,1438.2
AF-P20459-F1-model_v6,AF,A,304,300,0.7967,67.2,6.8,1882.1,163.8,163,113,24,0.54,0.38,118.4,7.2,1.8,NONE,0,168,1882.1
AF-P20486-F1-model_v6,AF,A,150,146,0.8973,665.5,6.7,17927.5,2134.9,70,63,13,0.48,0.43,1375.8,13.3,1.8,NONE,0,130,17927.5
AF-P20449-F1-model_v6,AF,A,482,478,0.8759,58.7,2.2,3027.1,228.8,193,215,70,0.4,0.45,135.3,8.1,3.1,NONE,0,473,3027.1
AF-P20437-F1-model_v6,AF,A,546,542,0.8262,130.2,6.2,3433.4,326.5,283,177,82,0.52,0.33,243.2,8.8,2.6,NONE,0,44,3433.4
AF-P20438-F1-model_v6,AF,A,545,541,0.8412,76.3,5.2,5847.3,306.3,282,181,78,0.52,0.33,140.8,8.2,1.1,NONE,0,362,5847.3
AF-P20484-F1-model_v6,AF,A,414,410,0.8314,12.0,1.1,292.5,34.1,74,263,73,0.18,0.64,4.3,16.7,2.6,NONE,0,22,292.5
AF-P20447-F1-model_v6,AF,A,523,519,0.8245,59.9,5.5,1746.5,157.3,251,196,72,0.48,0.38,114.1,11.6,2.5,NONE,0,379,1746.5
AF-P20606-F1-model_v6,AF,A,190,186,0.8503,46.4,2.6,1004.8,125.0,74,80,32,0.4,0.43,102.3,12.9,0.8,NONE,0,146,1004.8
AF-P20457-F1-model_v6,AF,A,528,524,0.8298,124.7,8.9,4093.6,377.2,340,113,71,0.65,0.22,190.7,3.4,2.2,NONE,0,521,4093.6
AF-P20448-F1-model_v6,AF,A,770,766,0.8431,56.0,5.0,5824.1,249.5,388,283,95,0.51,0.37,103.8,8.8,0.9,NONE,0,684,5824.1
AF-P20604-F1-model_v6,AF,A,311,307,0.8714,60.0,1.6,2371.7,197.3,132,127,48,0.43,0.41,133.5,6.1,0.5,NONE,0,226,2371.7
AF-P20485-F1-model_v6,AF,A,582,578,0.8207,47.6,4.2,1896.1,136.6,233,258,87,0.4,0.45,101.7,12.8,6.0,NONE,0,306,1896.1
AF-P19812-F1-model_v6,AF,A,1950,1946,0.8347,78.6,4.2,3269.5,222.9,1087,594,265,0.56,0.31,136.9,5.6,2.8,NONE,0,796,3269.5
AF-P21190-F1-model_v6,AF,A,360,356,0.7978,40.2,8.7,1256.0,114.9,69,223,64,0.19,0.63,97.3,26.8,25.4,NONE,0,317,1256.0
AF-P21182-F1-model_v6,AF,A,396,392,0.8528,32.2,1.7,1137.6,96.6,131,205,56,0.33,0.52,73.5,14.3,1.2,NONE,0,332,1137.6
AF-P21243-F1-model_v6,AF,A,252,248,0.8794,115.3,5.4,8562.1,587.7,122,101,25,0.49,0.41,220.5,16.6,0.9,NONE,0,94,8562.1
AF-P21147-F1-model_v6,AF,A,510,506,0.7788,47.3,4.4,625.5,93.8,295,133,78,0.58,0.26,77.7,6.7,1.4,NONE,0,145,625.5
AF-P21306-F1-model_v6,AF,A,62,58,0.8632,104.7,1.2,2166.0,308.5,29,21,8,0.5,0.36,207.4,2.5,0.6,NONE,0,17,2166.0
AF-P21264-F1-model_v6,AF,A,571,567,0.864,64.5,2.8,2184.1,201.7,254,246,67,0.45,0.43,137.7,6.2,1.4,NONE,0,523,2184.1
AF-P21242-F1-model_v6,AF,A,288,284,0.8449,57.6,2.9,1328.0,154.1,113,115,56,0.4,0.4,136.1,7.7,1.6,NONE,0,94,1328.0
AF-P20795-F1-model_v6,AF,A,691,687,0.83,88.9,6.0,3848.8,280.8,399,202,86,0.58,0.29,149.0,7.2,1.5,NONE,0,256,3848.8
AF-P20967-F1-model_v6,AF,A,1014,1010,0.8364,41.0,2.1,1896.0,122.6,491,363,156,0.49,0.36,78.4,7.1,2.1,NONE,0,658,1896.0
AF-P20840-F1-model_v6,AF,A,650,646,0.9198,34.5,2.7,9949.6,399.7,62,486,98,0.1,0.75,272.1,10.8,1.3,NONE,0,11,9949.6
AF-P21304-F1-model_v6,AF,A,576,572,0.8705,24.3,1.3,1274.4,93.3,159,315,98,0.28,0.55,70.2,8.2,1.8,NONE,0,523,1274.4
AF-P21269-F1-model_v6,AF,A,546,542,0.833,105.2,6.2,7918.4,397.0,346,135,61,0.64,0.25,163.1,4.1,1.2,NONE,0,7,7918.4
AF-P21374-F1-model_v6,AF,A,235,231,0.7587,169.3,19.4,3792.3,348.0,157,52,22,0.68,0.23,246.6,6.6,1.6,NONE,0,216,3792.3
AF-P20676-F1-model_v6,AF,A,1076,1072,0.854,8.9,1.1,1179.2,46.5,64,647,361,0.06,0.6,84.0,5.6,1.4,NONE,0,108,1179.2
AF-P21373-F1-model_v6,AF,A,530,526,0.8694,51.9,3.5,2327.7,184.2,205,245,76,0.39,0.47,122.8,8.1,1.7,NONE,0,103,2327.7
AF-P21192-F1-model_v6,AF,A,770,766,0.8906,38.6,1.5,2163.4,139.3,152,376,238,0.2,0.49,164.7,10.2,2.8,NONE,0,736,2163.4
AF-P21375-F1-model_v6,AF,A,501,497,0.8852,66.0,1.5,5152.2,291.4,224,195,78,0.45,0.39,141.9,4.6,1.5,NONE,0,15,5152.2
AF-P21560-F1-model_v6,AF,A,335,331,0.805,72.9,5.3,1795.9,185.0,194,96,41,0.59,0.29,119.2,9.7,1.8,NONE,0,316,1795.9
AF-P21524-F1-model_v6,AF,A,888,884,0.854,60.8,2.2,6399.9,260.3,423,335,126,0.48,0.38,122.6,5.1,1.4,NONE,0,61,6399.9
AF-P21268-F1-model_v6,AF,A,830,826,0.8534,28.8,2.0,1980.5,108.5,230,431,165,0.28,0.52,77.5,12.8,2.6,NONE,0,735,1980.5
AF-P21339-F1-model_v6,AF,A,1137,1133,0.8773,25.7,1.7,1502.7,103.3,315,545,273,0.28,0.48,79.0,6.6,2.3,NONE,0,365,1502.7
AF-P21592-F1-model_v6,AF,A,462,458,0.7857,114.2,16.8,5163.9,320.2,298,110,50,0.65,0.24,170.3,13.1,2.4,NONE,0,281,5163.9
AF-P21372-F1-model_v6,AF,A,849,845,0.8149,39.2,4.5,2573.8,123.2,394,327,124,0.47,0.39,78.8,5.7,1.6,NONE,0,699,2573.8
AF-P21651-F1-model_v6,AF,A,314,310,0.8189,441.0,49.3,12991.3,1293.5,173,78,59,0.56,0.25,783.0,13.8,3.1,NONE,0,196,12991.3
AF-P21576-F1-model_v6,AF,A,704,700,0.8238,95.1,7.4,5384.4,304.6,408,207,85,0.58,0.3,158.7,7.1,4.3,NONE,0,402,5384.4
AF-P21734-F1-model_v6,AF,A,215,211,0.8077,42.3,1.7,629.7,89.9,113,77,21,0.54,0.36,74.3,6.5,0.7,NONE,0,127,629.7
AF-P21595-F1-model_v6,AF,A,489,485,0.8207,109.2,5.8,5089.9,348.5,313,121,51,0.65,0.25,168.0,2.6,0.7,NONE,0,419,5089.9
AF-P21623-F1-model_v6,AF,A,536,532,0.8534,45.1,2.6,2562.3,163.8,242,217,73,0.45,0.41,93.8,5.6,0.8,NONE,0,200,2562.3
AF-P21705-F1-model_v6,AF,A,255,251,0.7795,95.2,5.7,1839.3,204.9,119,87,45,0.47,0.35,190.3,11.8,5.4,NONE,0,235,1839.3
AF-P21771-F1-model_v6,AF,A,286,282,0.8342,210.4,24.9,7902.4,678.2,189,64,29,0.67,0.23,310.8,8.3,2.1,NONE,0,209,7902.4
AF-P21825-F1-model_v6,AF,A,274,270,0.8376,185.9,7.2,6358.3,534.4,163,82,25,0.6,0.3,305.6,4.4,0.9,NONE,0,183,6358.3
AF-P21801-F1-model_v6,AF,A,266,262,0.8981,62.3,1.8,2744.9,247.4,103,114,45,0.39,0.44,141.2,15.2,1.0,NONE,0,257,2744.9
AF-P21691-F1-model_v6,AF,A,654,650,0.862,61.8,4.0,5705.7,270.0,288,281,81,0.44,0.43,132.0,7.0,1.7,NONE,0,313,5705.7
AF-P21538-F1-model_v6,AF,A,810,806,0.831,109.5,6.2,3118.3,298.1,403,266,137,0.5,0.33,213.5,7.0,2.7,NONE,0,99,3118.3
AF-P21672-F1-model_v6,AF,A,869,865,0.8497,63.9,2.4,3794.1,209.7,430,305,130,0.5,0.35,125.4,3.7,1.9,NONE,0,723,3794.1
AF-P21965-F1-model_v6,AF,A,375,371,0.8688,38.8,1.5,2197.9,148.0,167,161,43,0.45,0.43,79.8,6.5,0.8,NONE,0,225,2197.9
AF-P21657-F1-model_v6,AF,A,970,966,0.8663,58.1,3.2,3843.6,234.3,415,379,172,0.43,0.39,129.3,5.6,2.1,NONE,0,52,3843.6
AF-P21954-F1-model_v6,AF,A,428,424,0.7919,61.7,5.4,1798.8,146.3,210,169,45,0.5,0.4,112.2,14.9,2.3,NONE,0,114,1798.8
AF-P21827-F1-model_v6,AF,A,482,478,0.8488,7.8,0.9,376.9,29.3,115,272,91,0.24,0.57,11.0,8.7,1.1,NONE,0,19,376.9
AF-P21957-F1-model_v6,AF,A,404,400,0.7883,170.1,21.0,7593.0,503.7,243,88,69,0.61,0.22,277.4,3.3,4.9,NONE,0,379,7593.0
AF-P21826-F1-model_v6,AF,A,554,550,0.8197,71.0,3.1,1767.7,171.9,292,183,75,0.53,0.33,131.2,3.5,1.3,NONE,0,236,1767.7
AF-P22108-F1-model_v6,AF,A,325,321,0.8772,36.6,1.7,1786.0,142.3,120,159,42,0.37,0.5,85.8,8.2,3.8,NONE,0,13,1786.0
AF-P22007-F1-model_v6,AF,A,431,427,0.7914,66.7,4.4,1576.2,147.7,247,125,55,0.58,0.29,112.7,4.7,1.4,NONE,0,12,1576.2
AF-P22139-F1-model_v6,AF,A,70,66,0.8069,29.4,2.1,319.1,62.4,39,16,11,0.59,0.24,49.0,1.5,0.7,NONE,0,22,319.1
AF-P22134-F1-model_v6,AF,A,296,292,0.7511,72.0,13.9,1625.2,149.3,202,61,29,0.69,0.21,102.7,3.3,2.0,NONE,0,16,1625.2
AF-P22135-F1-model_v6,AF,A,325,321,0.8532,106.2,5.2,7163.3,464.8,172,111,38,0.54,0.35,190.8,10.9,1.3,NONE,0,158,7163.3
AF-P22035-F1-model_v6,AF,A,811,807,0.846,17.8,1.3,769.6,53.9,189,382,236,0.23,0.47,60.8,6.8,1.3,NONE,0,47,769.6
AF-P22133-F1-model_v6,AF,A,377,373,0.79,43.4,3.2,923.9,95.6,199,128,46,0.53,0.34,77.5,5.2,2.1,NONE,0,268,923.9
AF-P22141-F1-model_v6,AF,A,198,194,0.8359,63.2,3.3,2206.5,189.8,82,90,22,0.42,0.46,139.7,8.7,0.5,NONE,0,158,2206.5
AF-P22148-F1-model_v6,AF,A,382,378,0.8528,196.0,4.0,10288.3,674.5,177,130,71,0.47,0.34,413.7,6.1,1.1,NONE,0,16,10288.3
AF-P22136-F1-model_v6,AF,A,580,576,0.7766,66.0,10.6,2005.4,157.6,366,119,91,0.64,0.21,101.4,3.6,5.3,NONE,0,149,2005.4
AF-P22140-F1-model_v6,AF,A,391,387,0.7532,132.7,36.6,3348.2,310.0,298,62,27,0.77,0.16,171.3,4.6,1.1,NONE,0,222,3348.2
AF-P22023-F1-model_v6,AF,A,1365,1361,0.862,65.4,2.8,5006.9,238.5,646,548,167,0.47,0.4,130.9,7.6,2.0,NONE,0,1276,5006.9
AF-P22203-F1-model_v6,AF,A,233,229,0.7264,295.3,89.5,4282.6,532.6,173,43,13,0.76,0.19,388.7,8.2,1.6,NONE,0,27,4282.6
AF-P22146-F1-model_v6,AF,A,559,555,0.8469,39.9,2.1,881.4,105.3,217,252,86,0.39,0.45,82.3,16.2,2.1,NONE,0,212,881.4
AF-P22082-F1-model_v6,AF,A,1703,1699,0.8451,56.5,3.2,7632.9,274.8,781,533,385,0.46,0.31,117.9,5.5,2.8,NONE,0,544,7632.9
AF-P22149-F1-model_v6,AF,A,690,686,0.8987,25.4,2.0,4329.8,195.2,126,378,182,0.18,0.55,119.4,5.3,2.1,NONE,0,93,4329.8
AF-P22214-F1-model_v6,AF,A,214,210,0.8332,163.1,17.2,2828.0,428.9,133,57,20,0.63,0.27,253.7,8.2,2.4,NONE,0,205,2828.0
AF-P22138-F1-model_v6,AF,A,1203,1199,0.8884,46.3,1.5,4660.1,226.2,450,562,187,0.38,0.47,116.0,5.5,1.4,NONE,0,763,4660.1
AF-P22209-F1-model_v6,AF,A,435,431,0.8686,114.1,3.9,9424.4,540.8,219,154,58,0.51,0.36,217.9,8.8,1.8,NONE,0,399,9424.4
AF-P22204-F1-model_v6,AF,A,572,568,0.8442,74.5,3.0,2341.5,203.4,270,210,88,0.48,0.37,151.6,5.9,1.6,NONE,0,285,2341.5
AF-P22217-F1-model_v6,AF,A,103,99,0.8071,49.4,3.6,1406.6,150.6,48,42,9,0.48,0.42,90.0,13.4,0.5,NONE,0,97,1406.6
AF-P22147-F1-model_v6,AF,A,1528,1524,0.8551,36.0,2.2,1745.6,116.9,609,664,251,0.4,0.44,81.7,6.9,2.0,NONE,0,545,1745.6
AF-P22202-F1-model_v6,AF,A,642,638,0.8364,83.4,4.3,4042.6,272.0,291,273,74,0.46,0.43,174.0,9.1,0.9,NONE,0,261,4042.6
AF-P22289-F1-model_v6,AF,A,66,62,0.6988,154.6,45.5,1300.5,243.2,50,5,7,0.81,0.08,191.1,0.8,3.9,NONE,0,39,1300.5
AF-P22215-F1-model_v6,AF,A,453,449,0.7538,120.5,25.4,2761.3,255.5,302,96,51,0.67,0.21,176.2,7.7,3.2,NONE,0,148,2761.3
AF-P21951-F1-model_v6,AF,A,2222,2218,0.8279,39.7,3.7,2969.1,127.0,1051,896,271,0.47,0.4,78.3,6.0,1.5,NONE,0,2148,2969.1
AF-P22213-F1-model_v6,AF,A,666,662,0.8202,96.2,6.0,4965.6,300.7,376,214,72,0.57,0.32,164.8,6.9,3.7,NONE,0,205,4965.6
AF-P22354-F1-model_v6,AF,A,195,191,0.8469,57.2,1.9,1045.1,155.5,96,75,20,0.5,0.39,103.4,13.3,0.5,NONE,0,189,1045.1
AF-P22211-F1-model_v6,AF,A,790,786,0.8909,24.7,1.4,3412.9,145.2,194,389,203,0.25,0.49,82.3,8.0,1.7,NONE,0,537,3412.9
AF-P22353-F1-model_v6,AF,A,238,234,0.8112,133.0,14.0,8070.9,556.7,140,69,25,0.6,0.29,212.9,18.6,1.1,NONE,0,71,8070.9
AF-P22336-F1-model_v6,AF,A,621,617,0.9145,38.4,1.8,9716.8,398.7,170,348,99,0.28,0.56,123.5,6.9,2.7,NONE,0,615,9716.8
AF-P22434-F1-model_v6,AF,A,369,365,0.8986,50.2,1.3,3272.1,220.9,147,168,50,0.4,0.46,118.3,5.3,1.1,NONE,0,115,3272.1
AF-P22216-F1-model_v6,AF,A,821,817,0.896,35.5,1.5,5042.9,211.1,286,391,140,0.35,0.48,91.4,7.0,1.0,NONE,0,508,5042.9
AF-P22137-F1-model_v6,AF,A,1653,1649,0.7977,69.8,8.6,2684.7,198.9,1060,377,212,0.64,0.23,106.0,7.0,1.0,NONE,0,677,2684.7
AF-P22438-F1-model_v6,AF,A,575,571,0.8299,67.8,3.6,1856.7,182.5,319,177,75,0.56,0.31,117.8,5.8,1.3,NONE,0,210,1856.7
AF-P22517-F1-model_v6,AF,A,447,443,0.8506,73.6,3.7,2986.2,231.1,222,159,62,0.5,0.36,142.1,5.6,3.0,NONE,0,157,2986.2
AF-P22696-F1-model_v6,AF,A,170,166,0.8621,44.9,1.3,1839.2,159.2,69,77,20,0.42,0.46,99.5,7.6,0.5,NONE,0,114,1839.2
AF-P22470-F1-model_v6,AF,A,610,606,0.8585,25.1,1.9,1367.7,86.1,130,307,169,0.21,0.51,95.2,7.8,2.5,NONE,0,117,1367.7
AF-P22224-F1-model_v6,AF,A,910,906,0.7795,130.5,21.7,7347.9,355.2,613,153,140,0.68,0.17,191.1,3.9,3.6,NONE,0,153,7347.9
AF-P22803-F1-model_v6,AF,A,104,100,0.7963,48.1,4.1,766.8,108.8,46,41,13,0.46,0.41,95.1,10.5,0.6,NONE,0,98,766.8
AF-P22516-F1-model_v6,AF,A,861,857,0.829,87.6,4.9,3248.4,251.0,491,257,109,0.57,0.3,148.6,7.3,2.0,NONE,0,99,3248.4
AF-P22804-F1-model_v6,AF,A,142,138,0.7428,276.9,96.1,4791.1,607.3,99,20,19,0.72,0.14,382.1,15.1,4.7,NONE,0,68,4791.1
AF-P22943-F1-model_v6,AF,A,109,105,0.7939,152.4,43.8,4935.5,512.8,79,11,15,0.75,0.1,202.2,0.5,1.7,NONE,0,93,4935.5
AF-P22219-F1-model_v6,AF,A,1454,1450,0.8352,38.7,2.4,2154.6,115.0,659,573,218,0.45,0.4,78.2,7.3,1.7,NONE,0,271,2154.6
AF-P22543-F1-model_v6,AF,A,875,871,0.8186,78.9,4.2,1710.1,184.7,444,318,109,0.51,0.37,148.8,7.2,3.1,NONE,0,794,1710.1
AF-P23059-F1-model_v6,AF,A,88,84,0.8825,54.9,1.3,1116.6,167.1,27,47,10,0.32,0.56,159.2,6.7,0.3,NONE,0,81,1116.6
AF-P22276-F1-model_v6,AF,A,1149,1145,0.8652,43.1,1.8,1472.9,133.3,451,538,156,0.39,0.47,92.1,14.2,1.4,NONE,0,349,1472.9
AF-P22768-F1-model_v6,AF,A,420,416,0.8524,67.7,2.9,4382.2,260.0,204,147,65,0.49,0.35,132.3,7.4,1.2,NONE,0,392,4382.2
AF-P22580-F1-model_v6,AF,A,549,545,0.8876,105.7,2.3,16054.5,715.6,273,192,80,0.5,0.35,208.4,3.5,0.8,NONE,0,9,16054.5
AF-P22855-F1-model_v6,AF,A,1083,1079,0.8587,40.0,1.6,3539.8,147.8,411,514,154,0.38,0.48,92.5,9.8,0.9,NONE,0,344,3539.8
AF-P23180-F1-model_v6,AF,A,465,461,0.9024,71.6,2.4,9593.4,467.1,182,220,59,0.39,0.48,168.3,10.2,2.2,NONE,0,166,9593.4
AF-P23179-F1-model_v6,AF,A,398,394,0.8452,80.5,4.9,3108.4,257.5,191,163,40,0.48,0.41,157.3,10.2,0.9,NONE,0,148,3108.4
AF-P22515-F1-model_v6,AF,A,1024,1020,0.8784,72.7,3.4,16005.0,535.9,481,404,135,0.47,0.4,146.7,8.4,1.5,NONE,0,500,16005.0
AF-P23248-F1-model_v6,AF,A,255,251,0.8489,53.6,3.1,1697.7,155.6,83,136,32,0.33,0.54,135.2,14.8,6.5,NONE,0,184,1697.7
AF-P22936-F1-model_v6,AF,A,367,363,0.7985,64.4,3.0,883.0,129.6,188,127,48,0.52,0.35,120.5,5.3,1.1,NONE,0,322,883.0
AF-P23060-F1-model_v6,AF,A,363,359,0.8255,46.6,3.2,686.3,107.1,162,152,45,0.45,0.42,97.6,5.7,1.6,NONE,0,305,686.3
AF-P23202-F1-model_v6,AF,A,354,350,0.8235,88.6,5.1,3496.1,251.9,200,104,46,0.57,0.3,152.2,4.7,1.9,NONE,0,75,3496.1
AF-P23285-F1-model_v6,AF,A,205,201,0.8535,17.2,0.8,288.7,44.0,46,112,43,0.23,0.56,32.4,17.2,0.6,NONE,0,17,288.7
AF-P23250-F1-model_v6,AF,A,407,403,0.9102,120.0,3.1,5809.3,522.1,113,200,90,0.28,0.5,408.5,8.9,4.6,NONE,0,381,5809.3
AF-P23369-F1-model_v6,AF,A,157,153,0.843,80.0,4.7,1991.3,249.8,93,43,17,0.61,0.28,129.1,5.0,1.0,NONE,0,117,1991.3
AF-P23301-F1-model_v6,AF,A,157,153,0.7895,16.8,2.0,315.5,38.6,23,109,21,0.15,0.71,36.1,15.9,0.5,NONE,0,121,315.5
