human_gene,disease,human_uid,mimic_uid,mimic_species,source_type,score,h_gini,m_gini,h_n,m_n,h_conc,m_conc
JAG1,"Alagille syndrome 1; Tetralogy of Fallot; Deafness, congenital heart defects, and posterior embryotoxon; Charcot-Marie-T",P78504,Q8S983,rice,dietary,75,0.933,0.9219,1214,951,163.0,201.0
JAG1,"Alagille syndrome 1; Tetralogy of Fallot; Deafness, congenital heart defects, and posterior embryotoxon; Charcot-Marie-T",P78504,P25365,yeast,dietary,75,0.933,0.9283,1214,1061,163.0,120.0
JAG1,"Alagille syndrome 1; Tetralogy of Fallot; Deafness, congenital heart defects, and posterior embryotoxon; Charcot-Marie-T",P78504,P39969,yeast,dietary,75,0.933,0.9043,1214,1036,163.0,154.0
JAG1,"Alagille syndrome 1; Tetralogy of Fallot; Deafness, congenital heart defects, and posterior embryotoxon; Charcot-Marie-T",P78504,Q9LP46,arabidopsis,dietary,75,0.933,0.9148,1214,1016,163.0,203.0
CR2,"Systemic lupus erythematosus 9; Immunodeficiency, common variable, 7",P20023,F4HTV4,arabidopsis,dietary,75,0.918,0.9192,1029,972,135.0,128.0
CR2,"Systemic lupus erythematosus 9; Immunodeficiency, common variable, 7",P20023,Q6A333,arabidopsis,dietary,75,0.918,0.9168,1029,1047,135.0,195.0
CR2,"Systemic lupus erythematosus 9; Immunodeficiency, common variable, 7",P20023,Q8LPQ9,arabidopsis,dietary,75,0.918,0.9211,1029,897,135.0,120.0
CR2,"Systemic lupus erythematosus 9; Immunodeficiency, common variable, 7",P20023,Q8RY25,arabidopsis,dietary,75,0.918,0.8999,1029,1037,135.0,114.0
CR2,"Systemic lupus erythematosus 9; Immunodeficiency, common variable, 7",P20023,Q8W1Y0,arabidopsis,dietary,75,0.918,0.906,1029,1027,135.0,95.0
CR2,"Systemic lupus erythematosus 9; Immunodeficiency, common variable, 7",P20023,Q9C637,arabidopsis,dietary,75,0.918,0.9113,1029,990,135.0,69.0
CR2,"Systemic lupus erythematosus 9; Immunodeficiency, common variable, 7",P20023,Q9LJF3,arabidopsis,dietary,75,0.918,0.9197,1029,1160,135.0,175.0
CR2,"Systemic lupus erythematosus 9; Immunodeficiency, common variable, 7",P20023,Q9S7I6,arabidopsis,dietary,75,0.918,0.9251,1029,1147,135.0,97.0
TRDN,"Cardiac arrhythmia syndrome, with or without skeletal muscle weakness",Q13061,Q6K271,rice,dietary,75,0.9386,0.9344,725,734,143.0,90.0
GALT,Galactosemia 1,P07902,P48578,arabidopsis,dietary,75,0.9681,0.9604,375,309,168.0,192.0
IL6ST,"Hyper-IgE syndrome 4A, autosomal dominant, with recurrent infections; Hyper-IgE syndrome 4B, autosomal recessive, with r",P40189,Q8S983,rice,dietary,75,0.9298,0.9219,914,951,228.0,201.0
IL6ST,"Hyper-IgE syndrome 4A, autosomal dominant, with recurrent infections; Hyper-IgE syndrome 4B, autosomal recessive, with r",P40189,Q9ZQF9,arabidopsis,dietary,75,0.9298,0.9382,914,700,228.0,225.0
IL6ST,"Hyper-IgE syndrome 4A, autosomal dominant, with recurrent infections; Hyper-IgE syndrome 4B, autosomal recessive, with r",P40189,P33341,ecoli,microbial,75,0.9298,0.9119,914,822,228.0,353.0
ATXN1,Spinocerebellar ataxia 1,P54253,Q8S983,rice,dietary,75,0.9327,0.9219,811,951,148.0,201.0
ATXN1,Spinocerebellar ataxia 1,P54253,P31384,yeast,dietary,75,0.9327,0.9229,811,833,148.0,222.0
ATXN1,Spinocerebellar ataxia 1,P54253,Q01448,yeast,dietary,75,0.9327,0.9285,811,621,148.0,163.0
ATXN1,Spinocerebellar ataxia 1,P54253,Q12502,yeast,dietary,75,0.9327,0.9043,811,814,148.0,135.0
KAT6B,"Ohdo syndrome, SBBYS variant; Genitopatellar syndrome",Q8WYB5,F4J7T3,arabidopsis,dietary,75,0.9236,0.9269,2069,1953,220.0,219.0
KAT6B,"Ohdo syndrome, SBBYS variant; Genitopatellar syndrome",Q8WYB5,F4J7T2,arabidopsis,dietary,75,0.9236,0.9242,2069,1903,220.0,119.0
KAT6B,"Ohdo syndrome, SBBYS variant; Genitopatellar syndrome",Q8WYB5,Q9FMM3,arabidopsis,dietary,75,0.9236,0.9141,2069,1710,220.0,88.0
KAT6B,"Ohdo syndrome, SBBYS variant; Genitopatellar syndrome",Q8WYB5,Q8IL84,malaria,parasitic,75,0.9236,0.9099,2069,2016,220.0,261.0
NFIA,Brain malformations with or without urinary tract defects,Q12857,P04347,soybean,dietary,75,0.9618,0.9398,505,512,159.0,123.0
FOXE1,"Bamforth-Lazarus syndrome; Thyroid cancer, non-medullary, 4",O00358,P35192,yeast,dietary,75,0.9703,0.9728,369,413,127.0,328.0
FOXE1,"Bamforth-Lazarus syndrome; Thyroid cancer, non-medullary, 4",O00358,Q93V43,arabidopsis,dietary,75,0.9703,0.9534,369,361,127.0,205.0
FOXE1,"Bamforth-Lazarus syndrome; Thyroid cancer, non-medullary, 4",O00358,P49178,maize,dietary,75,0.9703,0.9523,369,376,127.0,109.0
FOXE1,"Bamforth-Lazarus syndrome; Thyroid cancer, non-medullary, 4",O00358,Q9FUH9,maize,dietary,75,0.9703,0.9552,369,382,127.0,177.0
NRIP1,Congenital anomalies of kidney and urinary tract 3,P48552,Q942F3,rice,dietary,75,0.9255,0.9167,1154,1117,135.0,115.0
NRIP1,Congenital anomalies of kidney and urinary tract 3,P48552,P11978,yeast,dietary,75,0.9255,0.9066,1154,1354,135.0,153.0
NRIP1,Congenital anomalies of kidney and urinary tract 3,P48552,P39083,yeast,dietary,75,0.9255,0.9132,1154,1003,135.0,159.0
NRIP1,Congenital anomalies of kidney and urinary tract 3,P48552,P53751,yeast,dietary,75,0.9255,0.9342,1154,1112,135.0,181.0
NRIP1,Congenital anomalies of kidney and urinary tract 3,P48552,F4JCU0,arabidopsis,dietary,75,0.9255,0.9275,1154,1003,135.0,135.0
NRIP1,Congenital anomalies of kidney and urinary tract 3,P48552,Q8W1Y0,arabidopsis,dietary,75,0.9255,0.906,1154,1027,135.0,95.0
NRIP1,Congenital anomalies of kidney and urinary tract 3,P48552,Q9LJF3,arabidopsis,dietary,75,0.9255,0.9197,1154,1160,135.0,175.0
LAMP2,Danon disease,P13473,Q67UE8,rice,dietary,75,0.954,0.9597,406,397,103.0,169.0
LAMP2,Danon disease,P13473,O22818,arabidopsis,dietary,75,0.954,0.9382,406,401,103.0,161.0
LAMP2,Danon disease,P13473,Q949Z1,arabidopsis,dietary,75,0.954,0.9375,406,471,103.0,140.0
TCOF1,Treacher Collins syndrome 1,Q13428,Q9FMM3,arabidopsis,dietary,75,0.9234,0.9141,1484,1710,85.0,88.0
TCOF1,Treacher Collins syndrome 1,Q13428,Q9SB63,arabidopsis,dietary,75,0.9234,0.9097,1484,1408,85.0,114.0
NAF1,"Pulmonary fibrosis, and/or bone marrow failure syndrome, telomere-related, 7",Q96HR8,Q0IQU1,rice,dietary,75,0.9259,0.9279,490,560,71.0,85.0
MEGF10,"Congenital myopathy 10A, severe variant; Congenital myopathy 10B, mild variant",Q96KG7,Q9SY59,arabidopsis,dietary,74,0.9533,0.9089,1136,1184,282.0,209.0
KLKB1,Prekallikrein deficiency,P03952,Q5MBR5,rice,dietary,74,0.9575,0.9087,634,604,248.0,166.0
MBD5,"Intellectual developmental disorder, autosomal dominant 1",Q9P267,Q5XPJ9,arabidopsis,dietary,74,0.9405,0.8944,1490,1395,258.0,258.0
BRCA1,"Breast cancer; Breast-ovarian cancer, familial, 1; Ovarian cancer; Pancreatic cancer 4; Fanconi anemia, complementation ",P38398,F4I1T7,arabidopsis,dietary,74,0.9386,0.9008,1859,1815,170.0,120.0
PARD3,Neural tube defects,Q8TEW0,Q9LL84,arabidopsis,dietary,73,0.951,0.953,1352,1215,753.0,774.0
FBXO38,"Neuronopathy, distal hereditary motor, autosomal dominant 6",Q6PIJ6,O24585,maize,dietary,73,0.9539,0.9463,1184,897,722.0,333.0
SOBP,"Impaired intellectual development, anterior maxillary protrusion, and strabismus",A7XYQ1,Q8S8E8,arabidopsis,dietary,73,0.9315,0.9149,869,773,441.0,245.0
ADGRL1,"Developmental delay, behavioral abnormalities, and neuropsychiatric disorders",O94910,P32873,yeast,dietary,73,0.9305,0.9208,1470,1124,624.0,369.0
TAF2,"Neurodevelopmental disorder with feeding difficulties, thin corpus callosum, and foot deformity",Q6P1X5,P0CB16,arabidopsis,dietary,73,0.9202,0.8989,1195,1197,476.0,248.0
PHF8,"Intellectual developmental disorder, X-linked, syndromic, Siderius type",Q9UPP1,Q02630,yeast,dietary,73,0.9514,0.9538,1056,1109,363.0,659.0
PHF8,"Intellectual developmental disorder, X-linked, syndromic, Siderius type",Q9UPP1,Q9SJF0,arabidopsis,dietary,73,0.9514,0.9278,1056,1014,363.0,177.0
MEGF10,"Congenital myopathy 10A, severe variant; Congenital myopathy 10B, mild variant",Q96KG7,P53751,yeast,dietary,73,0.9533,0.9342,1136,1112,282.0,181.0
MEGF10,"Congenital myopathy 10A, severe variant; Congenital myopathy 10B, mild variant",Q96KG7,Q5AP80,candida,microbial,73,0.9533,0.9465,1136,781,282.0,346.0
ASXL1,Bohring-Opitz syndrome; Myelodysplastic syndrome,Q8IXJ9,F4K1J4,arabidopsis,dietary,73,0.9204,0.9131,1537,1419,288.0,326.0
ASXL1,Bohring-Opitz syndrome; Myelodysplastic syndrome,Q8IXJ9,Q9FMM3,arabidopsis,dietary,73,0.9204,0.9141,1537,1710,288.0,88.0
PCDHGC4,Neurodevelopmental disorder with poor growth and skeletal anomalies,Q9Y5F7,Q0JDM0,rice,dietary,73,0.9236,0.9194,934,899,262.0,188.0
PCDHGC4,Neurodevelopmental disorder with poor growth and skeletal anomalies,Q9Y5F7,Q5AGM0,candida,microbial,73,0.9236,0.9219,934,1013,262.0,186.0
KLKB1,Prekallikrein deficiency,P03952,Q0DAE8,rice,dietary,73,0.9575,0.9484,634,422,248.0,249.0
KLKB1,Prekallikrein deficiency,P03952,P96890,tuberculosis,microbial,73,0.9575,0.9614,634,596,248.0,319.0
CRB2,Focal segmental glomerulosclerosis 9; Retinitis pigmentosa; Ventriculomegaly with cystic kidney disease,Q5IJ48,F4I171,arabidopsis,dietary,73,0.9315,0.9294,1281,1331,340.0,381.0
CDH11,Elsahy-Waters syndrome; Teebi hypertelorism syndrome 2,P55287,O04425,arabidopsis,dietary,73,0.9529,0.9505,792,743,203.0,135.0
CDH11,Elsahy-Waters syndrome; Teebi hypertelorism syndrome 2,P55287,Q8W413,arabidopsis,dietary,73,0.9529,0.9432,792,587,203.0,146.0
YEATS2,"Epilepsy, familial adult myoclonic, 4",Q9ULM3,Q6ZCZ2,rice,dietary,73,0.9448,0.9383,1418,1210,254.0,203.0
YEATS2,"Epilepsy, familial adult myoclonic, 4",Q9ULM3,P32334,yeast,dietary,73,0.9448,0.9368,1418,1302,254.0,159.0
TMEM132E,"Deafness, autosomal recessive, 99",Q6IEE7,Q6A333,arabidopsis,dietary,73,0.9253,0.9168,1070,1047,205.0,195.0
ASXL2,Shashi-Pena syndrome,Q76L83,Q8IL84,malaria,parasitic,73,0.9274,0.9099,1431,2016,260.0,261.0
CAMTA1,Cerebellar dysfunction with variable cognitive and behavioral abnormalities,Q9Y6Y1,P39083,yeast,dietary,73,0.92,0.9132,1669,1003,197.0,159.0
CAMTA1,Cerebellar dysfunction with variable cognitive and behavioral abnormalities,Q9Y6Y1,Q8L7F7,arabidopsis,dietary,73,0.92,0.9221,1669,735,197.0,133.0
CAMTA1,Cerebellar dysfunction with variable cognitive and behavioral abnormalities,Q9Y6Y1,Q9FWS1,arabidopsis,dietary,73,0.92,0.9261,1669,1446,197.0,296.0
NRIP1,Congenital anomalies of kidney and urinary tract 3,P48552,F4J7T2,arabidopsis,dietary,73,0.9255,0.9242,1154,1903,135.0,119.0
TCOF1,Treacher Collins syndrome 1,Q13428,Q5XPK0,arabidopsis,dietary,73,0.9234,0.9109,1484,2024,85.0,146.0
KCNE2,"Long QT syndrome 6; Atrial fibrillation, familial, 4",Q9Y6J6,Q6K309,rice,dietary,73,0.9328,0.9375,119,116,89.0,69.0
CFAP221,"Ciliary dyskinesia, primary, 55",Q4G0U5,Q9SNA3,arabidopsis,dietary,72,0.9589,0.9422,836,885,604.0,210.0
FBXO38,"Neuronopathy, distal hereditary motor, autosomal dominant 6",Q6PIJ6,Q0D9R7,rice,dietary,72,0.9539,0.9365,1184,1157,722.0,201.0
SOBP,"Impaired intellectual development, anterior maxillary protrusion, and strabismus",A7XYQ1,P31384,yeast,dietary,72,0.9315,0.9229,869,833,441.0,222.0
NEXMIF,"Intellectual developmental disorder, X-linked 98",Q5QGS0,F4K1J4,arabidopsis,dietary,72,0.9163,0.9131,1512,1419,446.0,326.0
PHF8,"Intellectual developmental disorder, X-linked, syndromic, Siderius type",Q9UPP1,Q10MJ1,rice,dietary,72,0.9514,0.9301,1056,934,363.0,545.0
ASXL1,Bohring-Opitz syndrome; Myelodysplastic syndrome,Q8IXJ9,Q12697,yeast,dietary,72,0.9204,0.9031,1537,1468,288.0,204.0
EGF,Hypomagnesemia 4,P01133,P53751,yeast,dietary,72,0.9624,0.9342,1203,1112,291.0,181.0
CRB2,Focal segmental glomerulosclerosis 9; Retinitis pigmentosa; Ventriculomegaly with cystic kidney disease,Q5IJ48,P32334,yeast,dietary,72,0.9315,0.9368,1281,1302,340.0,159.0
CRB2,Focal segmental glomerulosclerosis 9; Retinitis pigmentosa; Ventriculomegaly with cystic kidney disease,Q5IJ48,P53751,yeast,dietary,72,0.9315,0.9342,1281,1112,340.0,181.0
HEPHL1,"Abnormal hair, joint laxity, and developmental delay",Q6MZM0,P32334,yeast,dietary,72,0.9417,0.9368,1155,1302,183.0,159.0
HEPHL1,"Abnormal hair, joint laxity, and developmental delay",Q6MZM0,A0A1P8AW69,arabidopsis,dietary,72,0.9417,0.9042,1155,1015,183.0,251.0
HEPHL1,"Abnormal hair, joint laxity, and developmental delay",Q6MZM0,B8XCH5,arabidopsis,dietary,72,0.9417,0.8931,1155,1077,183.0,97.0
ATXN2,Spinocerebellar ataxia 2; Amyotrophic lateral sclerosis 13,Q99700,P93022,arabidopsis,dietary,72,0.938,0.9355,1309,1160,280.0,170.0
YEATS2,"Epilepsy, familial adult myoclonic, 4",Q9ULM3,Q9LEY4,arabidopsis,dietary,72,0.9448,0.9004,1418,1441,254.0,146.0
ASXL2,Shashi-Pena syndrome,Q76L83,Q6YXY2,rice,dietary,72,0.9274,0.9158,1431,1664,260.0,192.0
SHANK2,Autism 17,Q9UPX8,P53705,candida,microbial,72,0.9267,0.8895,1845,1705,202.0,147.0
IL6ST,"Hyper-IgE syndrome 4A, autosomal dominant, with recurrent infections; Hyper-IgE syndrome 4B, autosomal recessive, with r",P40189,Q9SJF0,arabidopsis,dietary,72,0.9298,0.9278,914,1014,228.0,177.0
KAT6B,"Ohdo syndrome, SBBYS variant; Genitopatellar syndrome",Q8WYB5,F4KBP5,arabidopsis,dietary,72,0.9236,0.9027,2069,2219,220.0,297.0
FOXE1,"Bamforth-Lazarus syndrome; Thyroid cancer, non-medullary, 4",O00358,O82199,arabidopsis,dietary,72,0.9703,0.9164,369,355,127.0,99.0
FOXE1,"Bamforth-Lazarus syndrome; Thyroid cancer, non-medullary, 4",O00358,Q56066,salmonella,microbial,72,0.9703,0.9414,369,409,127.0,173.0
TCOF1,Treacher Collins syndrome 1,Q13428,P41809,yeast,dietary,72,0.9234,0.8782,1484,1798,85.0,94.0
KCNE2,"Long QT syndrome 6; Atrial fibrillation, familial, 4",Q9Y6J6,Q8LFJ5,arabidopsis,dietary,72,0.9328,0.9314,119,120,89.0,50.0
KCNE2,"Long QT syndrome 6; Atrial fibrillation, familial, 4",Q9Y6J6,Q5AEE1,candida,microbial,72,0.9328,0.9239,119,129,89.0,64.0
KCNE2,"Long QT syndrome 6; Atrial fibrillation, familial, 4",Q9Y6J6,P9WHC5,tuberculosis,microbial,72,0.9328,0.9137,119,125,89.0,88.0
AP3D1,Hermansky-Pudlak syndrome 10,O14617,Q02630,yeast,dietary,70,0.9462,0.9538,1149,1109,812.0,659.0
AP3D1,Hermansky-Pudlak syndrome 10,O14617,Q9FGW9,arabidopsis,dietary,70,0.9462,0.9602,1149,1057,812.0,696.0
PARD3,Neural tube defects,Q8TEW0,C0LGQ5,arabidopsis,dietary,70,0.951,0.944,1352,1245,753.0,561.0
ORC1,Meier-Gorlin syndrome 1,Q13415,Q59RR3,candida,microbial,70,0.988,0.9924,857,901,783.0,740.0
CFAP221,"Ciliary dyskinesia, primary, 55",Q4G0U5,Q0INM3,rice,dietary,70,0.9589,0.9403,836,915,604.0,228.0
CFAP221,"Ciliary dyskinesia, primary, 55",Q4G0U5,Q9ZUF6,arabidopsis,dietary,70,0.9589,0.9514,836,750,604.0,176.0
LIFR,Stuve-Wiedemann syndrome 1,P42702,Q02630,yeast,dietary,70,0.9445,0.9538,1093,1109,542.0,659.0
FBXO38,"Neuronopathy, distal hereditary motor, autosomal dominant 6",Q6PIJ6,Q02630,yeast,dietary,70,0.9539,0.9538,1184,1109,722.0,659.0
FBXO38,"Neuronopathy, distal hereditary motor, autosomal dominant 6",Q6PIJ6,O82302,arabidopsis,dietary,70,0.9539,0.9652,1184,779,722.0,573.0
FBXO38,"Neuronopathy, distal hereditary motor, autosomal dominant 6",Q6PIJ6,Q9LK35,arabidopsis,dietary,70,0.9539,0.9459,1184,851,722.0,382.0
PIK3CD,"Immunodeficiency 14A with lymphoproliferation, autosomal dominant; Immunodeficiency 14B, autosomal recessive; Roifman-Ch",O00329,F4HPN2,arabidopsis,dietary,70,0.9461,0.9387,1040,1038,598.0,355.0
NEXMIF,"Intellectual developmental disorder, X-linked 98",Q5QGS0,Q9SB63,arabidopsis,dietary,70,0.9163,0.9097,1512,1408,446.0,114.0
ADGRL1,"Developmental delay, behavioral abnormalities, and neuropsychiatric disorders",O94910,Q9LL84,arabidopsis,dietary,70,0.9305,0.953,1470,1215,624.0,774.0
ADGRL1,"Developmental delay, behavioral abnormalities, and neuropsychiatric disorders",O94910,Q9LYN8,arabidopsis,dietary,70,0.9305,0.9116,1470,1188,624.0,90.0
PHF8,"Intellectual developmental disorder, X-linked, syndromic, Siderius type",Q9UPP1,Q0D9R7,rice,dietary,70,0.9514,0.9365,1056,1157,363.0,201.0
PHF8,"Intellectual developmental disorder, X-linked, syndromic, Siderius type",Q9UPP1,Q0INM3,rice,dietary,70,0.9514,0.9403,1056,915,363.0,228.0
NHS,Nance-Horan syndrome; Cataract 40,Q6T4R5,P32334,yeast,dietary,70,0.9412,0.9368,1647,1302,300.0,159.0
NHS,Nance-Horan syndrome; Cataract 40,Q6T4R5,F4JP43,arabidopsis,dietary,70,0.9412,0.9248,1647,2033,300.0,122.0
ASXL3,Bainbridge-Ropers syndrome,Q9C0F0,F4J7T3,arabidopsis,dietary,70,0.9354,0.9269,2244,1953,406.0,219.0
SALL1,Townes-Brocks syndrome 1,Q9NSC2,Q0D9R7,rice,dietary,70,0.9428,0.9365,1320,1157,378.0,201.0
SALL1,Townes-Brocks syndrome 1,Q9NSC2,Q08236,yeast,dietary,70,0.9428,0.8954,1320,1172,378.0,276.0
SALL1,Townes-Brocks syndrome 1,Q9NSC2,F4I171,arabidopsis,dietary,70,0.9428,0.9294,1320,1331,378.0,381.0
SALL1,Townes-Brocks syndrome 1,Q9NSC2,F4KDH9,arabidopsis,dietary,70,0.9428,0.9349,1320,1192,378.0,505.0
MEGF10,"Congenital myopathy 10A, severe variant; Congenital myopathy 10B, mild variant",Q96KG7,Q0D9R7,rice,dietary,70,0.9533,0.9365,1136,1157,282.0,201.0
MEGF10,"Congenital myopathy 10A, severe variant; Congenital myopathy 10B, mild variant",Q96KG7,P93022,arabidopsis,dietary,70,0.9533,0.9355,1136,1160,282.0,170.0
ASXL1,Bohring-Opitz syndrome; Myelodysplastic syndrome,Q8IXJ9,P11978,yeast,dietary,70,0.9204,0.9066,1537,1354,288.0,153.0
ASXL1,Bohring-Opitz syndrome; Myelodysplastic syndrome,Q8IXJ9,P40890,yeast,dietary,70,0.9204,0.917,1537,1545,288.0,203.0
ASXL1,Bohring-Opitz syndrome; Myelodysplastic syndrome,Q8IXJ9,F4JP43,arabidopsis,dietary,70,0.9204,0.9248,1537,2033,288.0,122.0
MBD5,"Intellectual developmental disorder, autosomal dominant 1",Q9P267,Q79FI9,tuberculosis,microbial,70,0.9405,0.913,1490,1455,258.0,138.0
CRB2,Focal segmental glomerulosclerosis 9; Retinitis pigmentosa; Ventriculomegaly with cystic kidney disease,Q5IJ48,Q7XWP1,rice,dietary,70,0.9315,0.902,1281,1437,340.0,611.0
CRB2,Focal segmental glomerulosclerosis 9; Retinitis pigmentosa; Ventriculomegaly with cystic kidney disease,Q5IJ48,Q9LYD9,arabidopsis,dietary,70,0.9315,0.9021,1281,1092,340.0,350.0
CRB2,Focal segmental glomerulosclerosis 9; Retinitis pigmentosa; Ventriculomegaly with cystic kidney disease,Q5IJ48,Q79FI9,tuberculosis,microbial,70,0.9315,0.913,1281,1455,340.0,138.0
ATXN2,Spinocerebellar ataxia 2; Amyotrophic lateral sclerosis 13,Q99700,Q0D9R7,rice,dietary,70,0.938,0.9365,1309,1157,280.0,201.0
ATXN2,Spinocerebellar ataxia 2; Amyotrophic lateral sclerosis 13,Q99700,Q5QNA6,rice,dietary,70,0.938,0.9085,1309,1330,280.0,174.0
ATXN2,Spinocerebellar ataxia 2; Amyotrophic lateral sclerosis 13,Q99700,P25365,yeast,dietary,70,0.938,0.9283,1309,1061,280.0,120.0
ATXN2,Spinocerebellar ataxia 2; Amyotrophic lateral sclerosis 13,Q99700,Q04195,yeast,dietary,70,0.938,0.9315,1309,900,280.0,379.0
ATXN2,Spinocerebellar ataxia 2; Amyotrophic lateral sclerosis 13,Q99700,F4I171,arabidopsis,dietary,70,0.938,0.9294,1309,1331,280.0,381.0
CDH11,Elsahy-Waters syndrome; Teebi hypertelorism syndrome 2,P55287,Q0JGS5,rice,dietary,70,0.9529,0.9569,792,679,203.0,216.0
YEATS2,"Epilepsy, familial adult myoclonic, 4",Q9ULM3,P93022,arabidopsis,dietary,70,0.9448,0.9355,1418,1160,254.0,170.0
YEATS2,"Epilepsy, familial adult myoclonic, 4",Q9ULM3,Q9FGF8,arabidopsis,dietary,70,0.9448,0.948,1418,387,254.0,207.0
TMEM132E,"Deafness, autosomal recessive, 99",Q6IEE7,Q0JDM0,rice,dietary,70,0.9253,0.9194,1070,899,205.0,188.0
TMEM132E,"Deafness, autosomal recessive, 99",Q6IEE7,P39685,yeast,dietary,70,0.9253,0.9105,1070,1333,205.0,220.0
TMEM132E,"Deafness, autosomal recessive, 99",Q6IEE7,P40890,yeast,dietary,70,0.9253,0.917,1070,1545,205.0,203.0
TMEM132E,"Deafness, autosomal recessive, 99",Q6IEE7,C0LGP2,arabidopsis,dietary,70,0.9253,0.9222,1070,874,205.0,282.0
BRCA1,"Breast cancer; Breast-ovarian cancer, familial, 1; Ovarian cancer; Pancreatic cancer 4; Fanconi anemia, complementation ",P38398,F4JP43,arabidopsis,dietary,70,0.9386,0.9248,1859,2033,170.0,122.0
BRCA1,"Breast cancer; Breast-ovarian cancer, familial, 1; Ovarian cancer; Pancreatic cancer 4; Fanconi anemia, complementation ",P38398,Q5XPK0,arabidopsis,dietary,70,0.9386,0.9109,1859,2024,170.0,146.0
SHANK2,Autism 17,Q9UPX8,P25364,yeast,dietary,70,0.9267,0.9157,1845,560,202.0,205.0
SHANK2,Autism 17,Q9UPX8,Q5XPK0,arabidopsis,dietary,70,0.9267,0.9109,1845,2024,202.0,146.0
NRXN1,Pitt-Hopkins-like syndrome 2; Schizophrenia 17,Q9ULB1,P11978,yeast,dietary,70,0.9223,0.9066,1473,1354,171.0,153.0
NRXN1,Pitt-Hopkins-like syndrome 2; Schizophrenia 17,Q9ULB1,Q84K00,arabidopsis,dietary,70,0.9223,0.9226,1473,563,171.0,104.0
NRXN1,Pitt-Hopkins-like syndrome 2; Schizophrenia 17,Q9ULB1,Q9LJF3,arabidopsis,dietary,70,0.9223,0.9197,1473,1160,171.0,175.0
IL6ST,"Hyper-IgE syndrome 4A, autosomal dominant, with recurrent infections; Hyper-IgE syndrome 4B, autosomal recessive, with r",P40189,Q653U3,rice,dietary,70,0.9298,0.9261,914,913,228.0,380.0
IL6ST,"Hyper-IgE syndrome 4A, autosomal dominant, with recurrent infections; Hyper-IgE syndrome 4B, autosomal recessive, with r",P40189,Q6ZCZ2,rice,dietary,70,0.9298,0.9383,914,1210,228.0,203.0
IL6ST,"Hyper-IgE syndrome 4A, autosomal dominant, with recurrent infections; Hyper-IgE syndrome 4B, autosomal recessive, with r",P40189,Q75J39,rice,dietary,70,0.9298,0.925,914,897,228.0,178.0
KAT6B,"Ohdo syndrome, SBBYS variant; Genitopatellar syndrome",Q8WYB5,F4I1T7,arabidopsis,dietary,70,0.9236,0.9008,2069,1815,220.0,120.0
KAT6B,"Ohdo syndrome, SBBYS variant; Genitopatellar syndrome",Q8WYB5,F4JP43,arabidopsis,dietary,70,0.9236,0.9248,2069,2033,220.0,122.0
TCOF1,Treacher Collins syndrome 1,Q13428,P32334,yeast,dietary,70,0.9234,0.9368,1484,1302,85.0,159.0
TCOF1,Treacher Collins syndrome 1,Q13428,B7SY83,arabidopsis,dietary,70,0.9234,0.885,1484,1473,85.0,95.0
TCOF1,Treacher Collins syndrome 1,Q13428,F4J7T2,arabidopsis,dietary,70,0.9234,0.9242,1484,1903,85.0,119.0
TCOF1,Treacher Collins syndrome 1,Q13428,F4KDH9,arabidopsis,dietary,70,0.9234,0.9349,1484,1192,85.0,505.0
TCOF1,Treacher Collins syndrome 1,Q13428,Q79FI9,tuberculosis,microbial,70,0.9234,0.913,1484,1455,85.0,138.0
KCNE2,"Long QT syndrome 6; Atrial fibrillation, familial, 4",Q9Y6J6,Q9I574,pseudomonas,microbial,70,0.9328,0.9298,119,123,89.0,80.0
